icd9v1_code	icd9v1_desc	icd10cm_code	icd10cm_desc	chapter	section	section_desc	parent_code	warning
		J9600	Acute respiratory failure, unspecified whether with hypoxia or hypercapnia	10	J96-J99	Other diseases of the respiratory system	J960	
		J9601	Acute respiratory failure with hypoxia	10	J96-J99	Other diseases of the respiratory system	J960	
		J9610	Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia	10	J96-J99	Other diseases of the respiratory system	J961	
		J9611	Chronic respiratory failure with hypoxia	10	J96-J99	Other diseases of the respiratory system	J961	
		J939	Pneumothorax, unspecified	10	J90-J94	Other diseases of the pleura	J93	
		J9602	Acute respiratory failure with hypercapnia	10	J96-J99	Other diseases of the respiratory system	J960	
		J9612	Chronic respiratory failure with hypercapnia	10	J96-J99	Other diseases of the respiratory system	J961	
		J9690	Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia	10	J96-J99	Other diseases of the respiratory system	J969	
		J9691	Respiratory failure, unspecified with hypoxia	10	J96-J99	Other diseases of the respiratory system	J969	
		J9692	Respiratory failure, unspecified with hypercapnia	10	J96-J99	Other diseases of the respiratory system	J969	
		J9811	Atelectasis	10	J96-J99	Other diseases of the respiratory system	J981	
		J9620	Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia	10	J96-J99	Other diseases of the respiratory system	J962	
		J984	Other disorders of lung	10	J96-J99	Other diseases of the respiratory system	J98	
		K047	Periapical abscess without sinus	11	K00-K14	Diseases of oral cavity and salivary glands	K04	
		K029	Dental caries, unspecified	11	K00-K14	Diseases of oral cavity and salivary glands	K02	
		J9621	Acute and chronic respiratory failure with hypoxia	10	J96-J99	Other diseases of the respiratory system	J962	
		J9622	Acute and chronic respiratory failure with hypercapnia	10	J96-J99	Other diseases of the respiratory system	J962	
		K209	Esophagitis, unspecified	11	K20-K31	Diseases of esophagus, stomach and duodenum	K20	
		K210	Gastro-esophageal reflux disease with esophagitis	11	K20-K31	Diseases of esophagus, stomach and duodenum	K21	
		K219	Gastro-esophageal reflux disease without esophagitis	11	K20-K31	Diseases of esophagus, stomach and duodenum	K21	
		K222	Esophageal obstruction	11	K20-K31	Diseases of esophagus, stomach and duodenum	K22	
		K2270	Barrett's esophagus without dysplasia	11	K20-K31	Diseases of esophagus, stomach and duodenum	K227	
		K228	Other specified diseases of esophagus	11	K20-K31	Diseases of esophagus, stomach and duodenum	K22	
		K254	Chronic or unspecified gastric ulcer with hemorrhage	11	K20-K31	Diseases of esophagus, stomach and duodenum	K25	
		K259	Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation	11	K20-K31	Diseases of esophagus, stomach and duodenum	K25	
		K1379	Other lesions of oral mucosa	11	K00-K14	Diseases of oral cavity and salivary glands	K137	
		K264	Chronic or unspecified duodenal ulcer with hemorrhage	11	K20-K31	Diseases of esophagus, stomach and duodenum	K26	
		K269	Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation	11	K20-K31	Diseases of esophagus, stomach and duodenum	K26	
		K0889		
		K279	Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation	11	K20-K31	Diseases of esophagus, stomach and duodenum	K27	
		K2970	Gastritis, unspecified, without bleeding	11	K20-K31	Diseases of esophagus, stomach and duodenum	K297	
		K2980	Duodenitis without bleeding	11	K20-K31	Diseases of esophagus, stomach and duodenum	K298	
		K2950	Unspecified chronic gastritis without bleeding	11	K20-K31	Diseases of esophagus, stomach and duodenum	K295	
		K30	Functional dyspepsia	11	K20-K31	Diseases of esophagus, stomach and duodenum		
		K2971	Gastritis, unspecified, with bleeding	11	K20-K31	Diseases of esophagus, stomach and duodenum	K297	
		K317	Polyp of stomach and duodenum	11	K20-K31	Diseases of esophagus, stomach and duodenum	K31	
		K31811						
		K31819						
		K3189	Other diseases of stomach and duodenum	11	K20-K31	Diseases of esophagus, stomach and duodenum	K318	
		K319	Disease of stomach and duodenum, unspecified	11	K20-K31	Diseases of esophagus, stomach and duodenum	K31	
		K3184	Gastroparesis	11	K20-K31	Diseases of esophagus, stomach and duodenum	K318	
		K429	Umbilical hernia without obstruction or gangrene	11	K40-K46	Hernia	K42	
		K432	Incisional hernia without obstruction or gangrene	11	K40-K46	Hernia	K43	
		K4090	Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent	11	K40-K46	Hernia	K409	
		K439	Ventral hernia without obstruction or gangrene	11	K40-K46	Hernia	K43	
		K449	Diaphragmatic hernia without obstruction or gangrene	11	K40-K46	Hernia	K44	
		K521	Toxic gastroenteritis and colitis	11	K50-K52	Noninfective enteritis and colitis	K52	
		K529	Noninfective gastroenteritis and colitis, unspecified	11	K50-K52	Noninfective enteritis and colitis	K52	
		K559	Vascular disorder of intestine, unspecified	11	K55-K64	Other diseases of intestines	K55	
		K5521	Angiodysplasia of colon with hemorrhage	11	K55-K64	Other diseases of intestines	K552	
		K5520	Angiodysplasia of colon without hemorrhage	11	K55-K64	Other diseases of intestines	K552	
		K5660	Unspecified intestinal obstruction	11	K55-K64	Other diseases of intestines	K566	
		K5669	Other intestinal obstruction	11	K55-K64	Other diseases of intestines	K566	
		K56609		
		K567	Ileus, unspecified	11	K55-K64	Other diseases of intestines	K56	
		K5730	Diverticulosis of large intestine without perforation or abscess without bleeding	11	K55-K64	Other diseases of intestines	K573	
		K5731	Diverticulosis of large intestine without perforation or abscess with bleeding	11	K55-K64	Other diseases of intestines	K573	
		K5732	Diverticulitis of large intestine without perforation or abscess without bleeding	11	K55-K64	Other diseases of intestines	K573	
		K5791	Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding	11	K55-K64	Other diseases of intestines	K579	
		K5792	Diverticulitis of intestine, part unspecified, without perforation or abscess without bleeding	11	K55-K64	Other diseases of intestines	K579	
		K5790	Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding	11	K55-K64	Other diseases of intestines	K579	
		K5900	Constipation, unspecified	11	K55-K64	Other diseases of intestines	K590	
		K5903		
		K589	Irritable bowel syndrome without diarrhea	11	K55-K64	Other diseases of intestines	K58	
		K5901	Slow transit constipation	11	K55-K64	Other diseases of intestines	K590	
		K5909	Other constipation	11	K55-K64	Other diseases of intestines	K590	
		K621	Rectal polyp	11	K55-K64	Other diseases of intestines	K62	
		K633	Ulcer of intestine	11	K55-K64	Other diseases of intestines	K63	
		K635	Polyp of colon	11	K55-K64	Other diseases of intestines	K63	
		K6289	Other specified diseases of anus and rectum	11	K55-K64	Other diseases of intestines	K628	
		K625	Hemorrhage of anus and rectum	11	K55-K64	Other diseases of intestines	K62	
		K6389	Other specified diseases of intestine	11	K55-K64	Other diseases of intestines	K638	
		K639	Disease of intestine, unspecified	11	K55-K64	Other diseases of intestines	K63	
		K644	Residual hemorrhoidal skin tags	11	K55-K64	Other diseases of intestines	K64	
		K648	Other hemorrhoids	11	K55-K64	Other diseases of intestines	K64	
		K641	Second degree hemorrhoids	11	K55-K64	Other diseases of intestines	K64	
		K640	First degree hemorrhoids	11	K55-K64	Other diseases of intestines	K64	
		K649	Unspecified hemorrhoids	11	K55-K64	Other diseases of intestines	K64	
		K651	Peritoneal abscess	11	K65-K68	Diseases of peritoneum and retroperitoneum	K65	
		K661	Hemoperitoneum	11	K65-K68	Diseases of peritoneum and retroperitoneum	K66	
		K7200	Acute and subacute hepatic failure without coma	11	K70-K77	Diseases of liver	K720	
		K660						
		K7290	Hepatic failure, unspecified without coma	11	K70-K77	Diseases of liver	K729	
		K7469	Other cirrhosis of liver	11	K70-K77	Diseases of liver	K746	
		K7460	Unspecified cirrhosis of liver	11	K70-K77	Diseases of liver	K746	
		K760	Fatty (change of) liver, not elsewhere classified	11	K70-K77	Diseases of liver	K76	
		K766	Portal hypertension	11	K70-K77	Diseases of liver	K76	
		K7581	Nonalcoholic steatohepatitis (NASH)	11	K70-K77	Diseases of liver	K758	
		K769	Liver disease, unspecified	11	K70-K77	Diseases of liver	K76	
		K7689	Other specified diseases of liver	11	K70-K77	Diseases of liver	K768	
		K8020	Calculus of gallbladder without cholecystitis without obstruction	11	K80-K87	Disorders of gallbladder, biliary tract and pancreas	K802	
		K831	Obstruction of bile duct	11	K80-K87	Disorders of gallbladder, biliary tract and pancreas	K83	
		K828	Other specified diseases of gallbladder	11	K80-K87	Disorders of gallbladder, biliary tract and pancreas	K82	
		K8590		
		K838	Other specified diseases of biliary tract	11	K80-K87	Disorders of gallbladder, biliary tract and pancreas	K83	
		K8689		
		K869	Disease of pancreas, unspecified	11	K80-K87	Disorders of gallbladder, biliary tract and pancreas	K86	
		K868	Other specified diseases of pancreas	11	K80-K87	Disorders of gallbladder, biliary tract and pancreas	K86	
		K920	Hematemesis	11	K90-K95	Other diseases of the digestive system	K92	
		K9189	Other postprocedural complications and disorders of digestive system	11	K90-K95	Other diseases of the digestive system	K918	
		K921						
		L0291	Cutaneous abscess, unspecified	12	L00-L08	Infections of the skin and subcutaneous tissue	L029	
		L03113	Cellulitis of right upper limb	12	L00-L08	Infections of the skin and subcutaneous tissue	L0311	
		K922	Gastrointestinal hemorrhage, unspecified	11	K90-K95	Other diseases of the digestive system	K92	
		L03032	Cellulitis of left toe	12	L00-L08	Infections of the skin and subcutaneous tissue	L0303	
		L03114	Cellulitis of left upper limb	12	L00-L08	Infections of the skin and subcutaneous tissue	L0311	
		L03115	Cellulitis of right lower limb	12	L00-L08	Infections of the skin and subcutaneous tissue	L0311	
		L03311	Cellulitis of abdominal wall	12	L00-L08	Infections of the skin and subcutaneous tissue	L0331	
		L03116	Cellulitis of left lower limb	12	L00-L08	Infections of the skin and subcutaneous tissue	L0311	
		L0390	Cellulitis, unspecified	12	L00-L08	Infections of the skin and subcutaneous tissue	L039	
		L03119	Cellulitis of unspecified part of limb	12	L00-L08	Infections of the skin and subcutaneous tissue	L0311	
		L089	Local infection of the skin and subcutaneous tissue, unspecified	12	L00-L08	Infections of the skin and subcutaneous tissue	L08	
		L270	Generalized skin eruption due to drugs and medicaments taken internally	12	L20-L30	Dermatitis and eczema	L27	
		L219	Seborrheic dermatitis, unspecified	12	L20-L30	Dermatitis and eczema	L21	
		L309	Dermatitis, unspecified	12	L20-L30	Dermatitis and eczema	L30	
		L299	Pruritus, unspecified	12	L20-L30	Dermatitis and eczema	L29	
		L409	Psoriasis, unspecified	12	L40-L45	Papulosquamous disorders	L40	
		L570	Actinic keratosis	12	L55-L59	Radiation-related disorders of the skin and subcutaneous tissue	L57	
		L814						
		L539	Erythematous condition, unspecified	12	L49-L54	Urticaria and erythema	L53	
		L578	Other skin changes due to chronic exposure to nonionizing radiation	12	L55-L59	Radiation-related disorders of the skin and subcutaneous tissue	L57	
		L820	Inflamed seborrheic keratosis	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L82	
		L821						
		L89152	Pressure ulcer of sacral region, stage 2	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L8915	
		L97509	Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9750	
		L84	Corns and callosities	12	L80-L99	Other disorders of the skin and subcutaneous tissue		
		L905	Scar conditions and fibrosis of skin	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L90	
		L97519	Non-pressure chronic ulcer of other part of right foot with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9751	
		L97521						
		L97909	Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9790	
		L97529						
		L97919	Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9791	
		L97829	Non-pressure chronic ulcer of other part of left lower leg with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9782	
		L97929	Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9792	
		L98499	Non-pressure chronic ulcer of skin of other sites with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9849	
		M069						
		L988						
		L989	Disorder of the skin and subcutaneous tissue, unspecified	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L98	
		M1000	Idiopathic gout, unspecified site	13	M05-M14	Inflammatory polyarthropathies	M100	
		M109						
		M159	Polyosteoarthritis, unspecified	13	M15-M19	Osteoarthritis	M15	
		M160	Bilateral primary osteoarthritis of hip	13	M15-M19	Osteoarthritis	M16	
		M150	Primary generalized (osteo)arthritis	13	M15-M19	Osteoarthritis	M15	
		M129	Arthropathy, unspecified	13	M05-M14	Inflammatory polyarthropathies	M12	
		M1611	Unilateral primary osteoarthritis, right hip	13	M15-M19	Osteoarthritis	M161	
		M1612						
		M1711	Unilateral primary osteoarthritis, right knee	13	M15-M19	Osteoarthritis	M171	
		M170	Bilateral primary osteoarthritis of knee	13	M15-M19	Osteoarthritis	M17	
		M1710	Unilateral primary osteoarthritis, unspecified knee	13	M15-M19	Osteoarthritis	M171	
		M1712	Unilateral primary osteoarthritis, left knee	13	M15-M19	Osteoarthritis	M171	
		M19011	Primary osteoarthritis, right shoulder	13	M15-M19	Osteoarthritis	M1901	
		M19042	Primary osteoarthritis, left hand	13	M15-M19	Osteoarthritis	M1904	
		M19041	Primary osteoarthritis, right hand	13	M15-M19	Osteoarthritis	M1904	
		M19049	Primary osteoarthritis, unspecified hand	13	M15-M19	Osteoarthritis	M1904	
		M19012	Primary osteoarthritis, left shoulder	13	M15-M19	Osteoarthritis	M1901	
		M19071						
		M19072	Primary osteoarthritis, left ankle and foot	13	M15-M19	Osteoarthritis	M1907	
		M1991	Primary osteoarthritis, unspecified site	13	M15-M19	Osteoarthritis	M199	
		M19079						
		M1990	Unspecified osteoarthritis, unspecified site	13	M15-M19	Osteoarthritis	M199	
		M25461	Effusion, right knee	13	M20-M25	Other joint disorders	M2546	
		M25462	Effusion, left knee	13	M20-M25	Other joint disorders	M2546	
		M25511	Pain in right shoulder	13	M20-M25	Other joint disorders	M2551	
		M25472	Effusion, left ankle	13	M20-M25	Other joint disorders	M2547	
		M25512	Pain in left shoulder	13	M20-M25	Other joint disorders	M2551	
		M2550	Pain in unspecified joint	13	M20-M25	Other joint disorders	M255	
		M25519	Pain in unspecified shoulder	13	M20-M25	Other joint disorders	M2551	
		M25521						
		M25551	Pain in right hip	13	M20-M25	Other joint disorders	M2555	
		M25532	Pain in left wrist	13	M20-M25	Other joint disorders	M2553	
		M25552	Pain in left hip	13	M20-M25	Other joint disorders	M2555	
		M25531	Pain in right wrist	13	M20-M25	Other joint disorders	M2553	
		M25559	Pain in unspecified hip	13	M20-M25	Other joint disorders	M2555	
		M25561	Pain in right knee	13	M20-M25	Other joint disorders	M2556	
		M25571	Pain in right ankle and joints of right foot	13	M20-M25	Other joint disorders	M2557	
		M25569	Pain in unspecified knee	13	M20-M25	Other joint disorders	M2556	
		M25572	Pain in left ankle and joints of left foot	13	M20-M25	Other joint disorders	M2557	
		M25562	Pain in left knee	13	M20-M25	Other joint disorders	M2556	
		M2578						
		M419	Scoliosis, unspecified	13	M40-M43	Deforming dorsopathies	M41	
		M329	Systemic lupus erythematosus, unspecified	13	M30-M36	Systemic connective tissue disorders	M32	
		M4316	Spondylolisthesis, lumbar region	13	M40-M43	Deforming dorsopathies	M431	
		M47812	Spondylosis without myelopathy or radiculopathy, cervical region	13	M45-M49	Spondylopathies	M4781	
		M47814	Spondylosis without myelopathy or radiculopathy, thoracic region	13	M45-M49	Spondylopathies	M4781	
		M47817	Spondylosis without myelopathy or radiculopathy, lumbosacral region	13	M45-M49	Spondylopathies	M4781	
		M479	Spondylosis, unspecified	13	M45-M49	Spondylopathies	M47	
		M47816	Spondylosis without myelopathy or radiculopathy, lumbar region	13	M45-M49	Spondylopathies	M4781	
		M47819	Spondylosis without myelopathy or radiculopathy, site unspecified	13	M45-M49	Spondylopathies	M4781	
		M4800	Spinal stenosis, site unspecified	13	M45-M49	Spondylopathies	M480	
		M4802	Spinal stenosis, cervical region	13	M45-M49	Spondylopathies	M480	
		M4854XA	Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture	13	M45-M49	Spondylopathies	M4854	
		M48061		
		M4856XA						
		M4806	Spinal stenosis, lumbar region	13	M45-M49	Spondylopathies	M480	
		M5030	Other cervical disc degeneration, unspecified cervical region	13	M50-M54	Other dorsopathies	M503	
		M5116	Intervertebral disc disorders with radiculopathy, lumbar region	13	M50-M54	Other dorsopathies	M511	
		M5127	Other intervertebral disc displacement, lumbosacral region	13	M50-M54	Other dorsopathies	M512	
		M5134	Other intervertebral disc degeneration, thoracic region	13	M50-M54	Other dorsopathies	M513	
		M5126						
		M5136	Other intervertebral disc degeneration, lumbar region	13	M50-M54	Other dorsopathies	M513	
		M5412	Radiculopathy, cervical region	13	M50-M54	Other dorsopathies	M541	
		M5410	Radiculopathy, site unspecified	13	M50-M54	Other dorsopathies	M541	
		M5137	Other intervertebral disc degeneration, lumbosacral region	13	M50-M54	Other dorsopathies	M513	
		M533	Sacrococcygeal disorders, not elsewhere classified	13	M50-M54	Other dorsopathies	M53	
		M5416	Radiculopathy, lumbar region	13	M50-M54	Other dorsopathies	M541	
		M5417	Radiculopathy, lumbosacral region	13	M50-M54	Other dorsopathies	M541	
		M5431	Sciatica, right side	13	M50-M54	Other dorsopathies	M543	
		M5432	Sciatica, left side	13	M50-M54	Other dorsopathies	M543	
		M542	Cervicalgia	13	M50-M54	Other dorsopathies	M54	
		M5430	Sciatica, unspecified side	13	M50-M54	Other dorsopathies	M543	
		M5440	Lumbago with sciatica, unspecified side	13	M50-M54	Other dorsopathies	M544	
		M5441	Lumbago with sciatica, right side	13	M50-M54	Other dorsopathies	M544	
		M545	Low back pain	13	M50-M54	Other dorsopathies	M54	
		M546	Pain in thoracic spine	13	M50-M54	Other dorsopathies	M54	
		M5442						
		M549	Dorsalgia, unspecified	13	M50-M54	Other dorsopathies	M54	
		M62838	Other muscle spasm	13	M60-M63	Disorders of muscles	M6283	
		M7918		
		M6281	Muscle weakness (generalized)	13	M60-M63	Disorders of muscles	M628	
		M7910		
		M791	Myalgia	13	M70-M79	Other soft tissue disorders	M79	
		M792	Neuralgia and neuritis, unspecified	13	M70-M79	Other soft tissue disorders	M79	
		M79603	Pain in arm, unspecified	13	M70-M79	Other soft tissue disorders	M7960	
		M79604						
		M79601	Pain in right arm	13	M70-M79	Other soft tissue disorders	M7960	
		M79602	Pain in left arm	13	M70-M79	Other soft tissue disorders	M7960	
		M79605	Pain in left leg	13	M70-M79	Other soft tissue disorders	M7960	
		M79606	Pain in leg, unspecified	13	M70-M79	Other soft tissue disorders	M7960	
		M79642	Pain in left hand	13	M70-M79	Other soft tissue disorders	M7964	
		M79641	Pain in right hand	13	M70-M79	Other soft tissue disorders	M7964	
		M79622	Pain in left upper arm	13	M70-M79	Other soft tissue disorders	M7962	
		M79651	Pain in right thigh	13	M70-M79	Other soft tissue disorders	M7965	
		M79661	Pain in right lower leg	13	M70-M79	Other soft tissue disorders	M7966	
		M79672	Pain in left foot	13	M70-M79	Other soft tissue disorders	M7967	
		M79671	Pain in right foot	13	M70-M79	Other soft tissue disorders	M7967	
		M79662	Pain in left lower leg	13	M70-M79	Other soft tissue disorders	M7966	
		M79673	Pain in unspecified foot	13	M70-M79	Other soft tissue disorders	M7967	
		M79675	Pain in left toe(s)	13	M70-M79	Other soft tissue disorders	M7967	
		M799	Soft tissue disorder, unspecified	13	M70-M79	Other soft tissue disorders	M79	
		M797	Fibromyalgia	13	M70-M79	Other soft tissue disorders	M79	
		M810	Age-related osteoporosis without current pathological fracture	13	M80-M85	Disorders of bone density and structure	M81	
		M7989	Other specified soft tissue disorders	13	M70-M79	Other soft tissue disorders	M798	
		M8588	Other specified disorders of bone density and structure, other site	13	M80-M85	Disorders of bone density and structure	M858	
		M869	Osteomyelitis, unspecified	13	M86-M90	Other osteopathies	M86	
		M898X9	Other specified disorders of bone, unspecified site	13	M86-M90	Other osteopathies	M898X	
		M8580	Other specified disorders of bone density and structure, unspecified site	13	M80-M85	Disorders of bone density and structure	M858	
		M899	Disorder of bone, unspecified	13	M86-M90	Other osteopathies	M89	
		N10						
		N12	Tubulo-interstitial nephritis, not specified as acute or chronic	14	N10-N16	Renal tubulo-interstitial diseases		
		N132	Hydronephrosis with renal and ureteral calculous obstruction	14	N10-N16	Renal tubulo-interstitial diseases	N13	
		N1330	Unspecified hydronephrosis	14	N10-N16	Renal tubulo-interstitial diseases	N133	
		N134	Hydroureter	14	N10-N16	Renal tubulo-interstitial diseases	N13	
		N136	Pyonephrosis	14	N10-N16	Renal tubulo-interstitial diseases	N13	
		N138	Other obstructive and reflux uropathy	14	N10-N16	Renal tubulo-interstitial diseases	N13	
		N139						
		N170	Acute kidney failure with tubular necrosis	14	N17-N19	Acute kidney failure and chronic kidney disease	N17	
		N179	Acute kidney failure, unspecified	14	N17-N19	Acute kidney failure and chronic kidney disease	N17	
		N181	Chronic kidney disease, stage 1	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N182	Chronic kidney disease, stage 2 (mild)	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N183	Chronic kidney disease, stage 3 (moderate)	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N184	Chronic kidney disease, stage 4 (severe)	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N185	Chronic kidney disease, stage 5	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N186	End stage renal disease	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N189	Chronic kidney disease, unspecified	14	N17-N19	Acute kidney failure and chronic kidney disease	N18	
		N19	Unspecified kidney failure	14	N17-N19	Acute kidney failure and chronic kidney disease		
		N200	Calculus of kidney	14	N20-N23	Urolithiasis	N20	
		N2581	Secondary hyperparathyroidism of renal origin	14	N25-N29	Other disorders of kidney and ureter	N258	
		N261	Atrophy of kidney (terminal)	14	N25-N29	Other disorders of kidney and ureter	N26	
		N281	Cyst of kidney, acquired	14	N25-N29	Other disorders of kidney and ureter	N28	
		N2889	Other specified disorders of kidney and ureter	14	N25-N29	Other disorders of kidney and ureter	N288	
		N289	Disorder of kidney and ureter, unspecified	14	N25-N29	Other disorders of kidney and ureter	N28	
		N3000	Acute cystitis without hematuria	14	N30-N39	Other diseases of the urinary system	N300	
		N3001						
		N3090	Cystitis, unspecified without hematuria	14	N30-N39	Other diseases of the urinary system	N309	
		N3289	Other specified disorders of bladder	14	N30-N39	Other diseases of the urinary system	N328	
		N390	Urinary tract infection, site not specified	14	N30-N39	Other diseases of the urinary system	N39	
		N3941	Urge incontinence	14	N30-N39	Other diseases of the urinary system	N394	
		N3946	Mixed incontinence	14	N30-N39	Other diseases of the urinary system	N394	
		N400	Enlarged prostate without lower urinary tract symptoms	14	N40-N53	Diseases of male genital organs	N40	
		N401	Enlarged prostate with lower urinary tract symptoms	14	N40-N53	Diseases of male genital organs	N40	
		N5089		
		N529	Male erectile dysfunction, unspecified	14	N40-N53	Diseases of male genital organs	N52	
		N62	Hypertrophy of breast	14	N60-N65	Disorders of breast		
		N630		
		N63	Unspecified lump in breast	14	N60-N65	Disorders of breast		
		N644	Mastodynia	14	N60-N65	Disorders of breast	N64	
		N898	Other specified noninflammatory disorders of vagina	14	N80-N98	Noninflammatory disorders of female genital tract		
		N939	Abnormal uterine and vaginal bleeding, unspecified	14	N80-N98	Noninflammatory disorders of female genital tract	N93	
		N950	Postmenopausal bleeding	14	N80-N98	Noninflammatory disorders of female genital tract	N95	
		N952	Postmenopausal atrophic vaginitis	14	N80-N98	Noninflammatory disorders of female genital tract	N95	
		O2230	Deep phlebothrombosis in pregnancy, unspecified trimester	15	O20-O29	Other maternal disorders predominantly related to pregnancy	O223	
		Q211	Atrial septal defect	17	Q20-Q28	Congenital malformations of the circulatory system	Q21	
		Q253	Supravalvular aortic stenosis	17	Q20-Q28	Congenital malformations of the circulatory system	Q25	
		R000	Tachycardia, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R00	
		R001	Bradycardia, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R00	
		R002	Palpitations	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R00	
		R011	Cardiac murmur, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R01	
		R030	Elevated blood-pressure reading, without diagnosis of hypertension	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R03	
		R040	Epistaxis	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R04	
		R042	Hemoptysis	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R04	
		R05	Cough	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems		
		R0600	Dyspnea, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R060	
		R0601	Orthopnea	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R060	
		R0602	Shortness of breath	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R060	
		R0603		
		R0609						
		R062	Wheezing	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R06	
		R0683	Snoring	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R068	
		R0682	Tachypnea, not elsewhere classified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R068	
		R0689	Other abnormalities of breathing	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R068	
		R072	Precordial pain	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R07	
		R0781	Pleurodynia	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R078	
		R071	Chest pain on breathing	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R07	
		R0789						
		R079	Chest pain, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R07	
		R0981	Nasal congestion	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R098	
		R0902	Hypoxemia	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R090	
		R0982	Postnasal drip	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R098	
		R1010	Upper abdominal pain, unspecified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R101	
		R0989	Other specified symptoms and signs involving the circulatory and respiratory systems	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R098	
		R1011	Right upper quadrant pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R101	
		R1012	Left upper quadrant pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R101	
		R1013	Epigastric pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R101	
		R102	Pelvic and perineal pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R10	
		R1030	Lower abdominal pain, unspecified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R103	
		R1031	Right lower quadrant pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R103	
		R1032	Left lower quadrant pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R103	
		R1033	Periumbilical pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R103	
		R109	Unspecified abdominal pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R10	
		R1084	Generalized abdominal pain	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R108	
		R1110	Vomiting, unspecified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R111	
		R110	Nausea	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R11	
		R12	Heartburn	18	R10-R19	Symptoms and signs involving the digestive system and abdomen		
		R112	Nausea with vomiting, unspecified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R11	
		R1312	Dysphagia, oropharyngeal phase	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R131	
